cocktail,measure,ingredient,unit
Classic Cocktail,1.0, Brandy,Fl Oz
Vodka Cooler,1, Orange and/or lemon zest spiral,garnish
Button Hook Cocktail,0.5, Brandy,Fl Oz
Heather's Kiss,1.0, Absinthe,Fl Oz
Brandy Squirt,1, Club Soda,garnish
Vodka Collins,1, Soda water,garnish
Brandy Crusta Cocktail,0.5, Triple Sec,Fl Oz
Heather Blush,1, Whole strawberry,garnish
Jack Maples,1, Cinnamon stick,garnish
Apricot Cocktail,1.0, Gin,Fl Oz
Harvest Moon,0.25, Green Chartreuse,Fl Oz
Red Raider,1.0, Grenadine,Fl Oz
Mint Julep (Southern Style),2.5, Bourbon,Fl Oz
Grounds For Divorce,0.5, Amaro,Fl Oz
Gentleman's Cocktail,1, Club Soda,garnish
Victory Collins,0.5, Simple Syrup,Fl Oz
Bourbon Cobbler,1.5, Almond extract,Fl Oz
Greenpoint,1.0, Angostura Bitters,Fl Oz
Velvet Peach Hammer,0.5, Fresh lemon juice,Fl Oz
Grandfather,1.0, Angostura Bitters,Fl Oz
Gilchrist,0.5, Amaro,Fl Oz
Frisco Sour,0.5, Benedictine,Fl Oz
Fratelli Cocktail,0.25, Fernet-Branca,Fl Oz
Francis The Mule,0.25, orgeat or almond syrup,Fl Oz
Flying Scotchman,0.25, Simple Syrup,Fl Oz
The Final Ward,0.75, Fresh lemon juice,Fl Oz
Fancy Whiskey,0.25, Simple Syrup,Fl Oz
Underneath The Mango Tree,0.75, Fresh Lime Juice,Fl Oz
Fancy-Free Cocktail,1.0, Orange Bitters,Fl Oz
Honeymoon Cocktail,0.5, Triple Sec,Fl Oz
Twister,1, Lemon-lime soda,garnish
Everybody's Irish Cocktail,1.0, Green olive,Fl Oz
Trident,2.0, Peach bitters,Fl Oz
Emperor Norton's Mistress,0.25, Triple Sec,Fl Oz
Easterner,1, Grapefruit twist,garnish
Toasted Drop,0.25, Amaretto,Fl Oz
Eastern Sour,0.25, orgeat or almond syrup,Fl Oz
K. C. B. Cocktail,0.25, Lemon Juice,Fl Oz
Easter Elchies,1.0, Orange Bitters,Fl Oz
Dufftown Flip,0.5, Almond milk,Fl Oz
Harvard Cooler,1, Orange and/or lemon zest spiral,garnish
The Duboudreau Cocktail,0.25, Elderflower liqueur,Fl Oz
Irish Whisky ,1.0, Bitters,Fl Oz
Dubliner,2.0, Orange Bitters,Fl Oz
Double Standard Sour,0.5, White creme de menthe,Fl Oz
Dixie Whiskey Cocktail,0.25, Simple Syrup,Fl Oz
The Titian,0.5, Fresh Lime Juice,Fl Oz
Tiger Tanaka,0.5, Limoncello,Fl Oz
Thyme Collins,1.0, Thyme sprig,Fl Oz
Tabby Cat,1, Lemon twist,garnish
Dirty Harry,0.25, Maraschino liqueur,Fl Oz
Harvard Cocktail,1.0, Grenadine,Fl Oz
Surf Rider,0.5, Fresh lemon juice,Fl Oz
Dinah Cocktail,1, Fresh mint leaf,garnish
The Summer Of Love,0.25, Black raspberry liqueur,Fl Oz
Devil's Soul,0.25, Aperol,Fl Oz
Deshler,2.0, Angostura Bitters,Fl Oz
Stupid Cupid,1.0, Fresh lemon juice,Fl Oz
Derby,1, Lemon twist,garnish
Stockholm 75,0.75, Fresh lemon juice,Fl Oz
The Delmarva Cocktail,0.5, Fresh lemon juice,Fl Oz
Sputnik,3.0, half-and-half,Fl Oz
Gotham,1, Lemon twist,garnish
De La Louisiane,3.0, Absinthe or pastis,Fl Oz
Soviet,1, Lemon twist,garnish
Daisy Dueller,0.5, Triple Sec,Fl Oz
Sonic Blaster,1.0, Pineapple Juice,Fl Oz
Creole Lady,1, Maraschino cherry,garnish
Rum Coooler,1,ginger ale,garnish
Siberian Sleighride,3.0, half-and-half,Fl Oz
Cotton Club Flip,1.0, Egg White,Fl Oz
Golden Dawn,1.0, Fresh orange juice,Fl Oz
Sidecar,1.5, Vodka,Fl Oz
Shalom,2.0, Bourbon Whiskey,Fl Oz
Commodore Cocktail,1.0, Grenadine,Fl Oz
Sea Breeze,1, Lime wedge,garnish
Coffee Old-Fashioned,1.0, Cold brewed coffee,Fl Oz
Dr. Cook,1.0, Egg White,Fl Oz
Chi-Town Flip,0.75, Vanilla liqueur and 3 oz,Fl Oz
Chef's Pain,0.5, B & B,Fl Oz
Sampan Shipwreck A,0.5, Cold brewed chai tea,Fl Oz
Chas,0.25, Triple Sec,Fl Oz
Goat's Delight,1.0, orgeat or almond syrup,Fl Oz
Character Development,2.0, Grapefruit bitters,Fl Oz
Ruby Red,1.0, Fresh orange juice,Fl Oz
Chaplin,1.0, Triple Sec,Fl Oz
Rouxby Red,0.75, Grapefruit Juice,Fl Oz
Rosemary Clementine Sparkle,0.75, Honey Syrup,Fl Oz
Chapel Hill,1, Orange twist,garnish
Chancellor Cocktail,1.0, Peychaud's Bitters,Fl Oz
Carre Reprise,0.5, Elderflower liqueur,Fl Oz
Gilroy Cocktail,0.5, Fresh lemon juice,Fl Oz
Redhead Martini,1.5, Citrus-flavored vodka,Fl Oz
Red Apple,1.0, Grenadine,Fl Oz
Canal Street Daisy,1.0, Soda water,Fl Oz
Canadian Cocktail,1.0, Angostura Bitters,Fl Oz
Purple Ruby,0.25, Fresh Lime Juice,Fl Oz
Canadian Cherry,0.5, Fresh lemon juice,Fl Oz
Purple Passion Iced Tea,0.5, Black raspberry liqueur,Fl Oz
Canadian Breeze,0.25, Maraschino liqueur,Fl Oz
Purple Passion,0.5, Simple Syrup,Fl Oz
Cameron's Kick Cocktail,2.0, Orange Bitters,Fl Oz
Georgia Mint Julep,1.0, Peach-flavored brandy,Fl Oz
California Lemonade,1.0, Simple Syrup,Fl Oz
Boston Side Car ,0.5, Juice of a Lime,Fl Oz
Cablegram,1.0, Ginger ale,Fl Oz
Bull And Bear,0.25, Grenadine,Fl Oz
Brooklyn,1.0, Maraschino liqueur,Fl Oz
Brighton Punch,2.0, Orange juice,Fl Oz
Bourbon Renewal,0.5, Simple Syrup,Fl Oz
Bourbon And Elder,1, Lemon twist,garnish
Bourbon Crusta,1.0, Maraschino liqueur,Fl Oz
Bourbon Cooler,0.5, Orgeat Syrup,Fl Oz
The Bone,3.0, Hot red pepper sauce,Fl Oz
Bobby Burns Cocktail,1, Lemon twist,garnish
Bloody Scotsman,1c, ketchup,garnish
Blood and Sand,0.5, Orange juice,Fl Oz
The Blinker,1, Grapefruit twist or skewered raspberry,garnish
Pike's Peak Cooler,1.0, Whole Egg,Fl Oz
Blarney Stone Cocktail,0.5, Maraschino liqueur,Fl Oz
Pacman,1, Ginger ale,garnish
Lemonade (Golden),6.0, Water,Fl Oz
Bensonhurst,0.25, Maraschino liqueur,Fl Oz
Chocolate Daisy,1.5, Brandy,Fl Oz
The Beautiful Day,1, Edible flowers,garnish
Creme de Gin Cocktail,2.0, Lemon Juice,Fl Oz
Creamy Screwdriver,1.0, Sugar,Fl Oz
Creamy Orange,1.0, Light cream,Fl Oz
Cornell Cocktail,1.5, Gin,Fl Oz
Combo,0.5, Powdered Sugar,Fl Oz
Cole's Raspberry Cream,1.5, Vodka,Fl Oz
Cognac Coupling,1.0, Lemon Juice,Fl Oz
Coffee Sour,0.5, Egg White,Fl Oz
Coffee Flip,1.0, Port,Fl Oz
Coffee Cocktail,1.0, Brandy,Fl Oz
Clover Leaf Cocktail,1.5, Gin,Fl Oz
Clover Club Cocktail,1.5, Gin,Fl Oz
Priority Cocktail,1, Lemon twist,garnish
Chocolate Flip,0.75, Brandy,Fl Oz
Chocolate Cocktail,1.0, Powdered Sugar,Fl Oz
Chicago Fizz,1.0, Port,Fl Oz
Pretty In Pink,0.75, Fresh lemon juice,Fl Oz
Cherry Flip,2.0, Light Cream (if desired),Fl Oz
Polynesian Cocktail,0.75, Fresh Lime Juice,Fl Oz
Chateau Briand's Rum Cow,0.75, Milk,Fl Oz
Back Porch Swizzle,1.0, Ginger beer,Fl Oz
Canadian Pineapple,0.5, Maraschino,Fl Oz
Calm Voyage,2.0, Lemon Juice,Fl Oz
Pink Lemonade,0.25, Fresh lemon juice,Fl Oz
Caledonia,1.0, Egg Yolk,Fl Oz
Cafe De Paris Cocktail,1.5, Gin,Fl Oz
Aztec's Mark,2.0, Hot red pepper sauce,Fl Oz
Autumn Leaves,0.25, Strega,Fl Oz
Pickled Pink,2.0, Angostura Bitters,Fl Oz
Soul Kiss Cocktail,0.75, Bourbon,Fl Oz
Pickled Martini,1.0, Sweet pickle slice,garnish
Sloe Gin Flip,2.0, Light Cream (if desired),Fl Oz
Angel's Share,1.0, Orange Bitters,Fl Oz
Silver King Cocktail,0.5, Powdered Sugar,Fl Oz
American Trilogy,1, Orange twist,garnish
Silver Fizz,1.0, Egg White,Fl Oz
Sherry Twist Cocktail,0.5, Triple Sec,Fl Oz
Sherry Sangaree,1, Carbonated Water,garnish
Petit Zinc,0.5, Orange juice,Fl Oz
Sherry Flip,2.0, Light Cream (if desired),Fl Oz
Americana,1, Chilled American sparkling wine,garnish
Allegheny,0.5, Fresh lemon juice,Fl Oz
Sevilla Cocktail,1.0, Light Rum,Fl Oz
September Morn Cocktail,1.0, Grenadine,Fl Oz
Peach Iced Tea,0.5, Honey Syrup,Fl Oz
Fantasio Cocktail,1.0, Maraschino liqueur,Fl Oz
Scotch Bird Flyer,0.5, Powdered Sugar,Fl Oz
Savannah,1.0, Egg White,Fl Oz
Pink Rose Fizz,2.0, Light cream,Fl Oz
Prairie Oyster,1.0, Vinegar,Fl Oz
Pousse L'Amour,0.5, Brandy,Fl Oz
Puerto Apple,1.0, Orgeat Syrup,Fl Oz
Akogare,0.75, Fresh lemon juice,Fl Oz
Prado,0.5, Egg White,Fl Oz
Port Wine Flip,2.0, Light Cream (if desired),Fl Oz
Port Wine Cobbler,3.0, port,Fl Oz
Nijinksy Blini,0.25, Fresh lemon juice,Fl Oz
Affinity Cocktail (whisky),3.0, Orange Bitters,Fl Oz
Moscow Mule,1, Lime wedge,garnish
Affinity Cocktail,2.0, Orange Bitters,Fl Oz
Peggy Cocktail,0.25, Dubonnet,Fl Oz
Peach Blow Fizz,2.0, Gin,Fl Oz
Peach Blossom,0.5, Peach,Fl Oz
Mocha Express,0.75, Cold brewed espresso coffee,Fl Oz
Mr. 404,0.5, Simple Syrup,Fl Oz
Mountain Cocktail,0.25, Sweet Vermouth,Fl Oz
Morning Glory Fizz,0.5, Anis,Fl Oz
Adderly Cocktail,0.75, Fresh lemon juice,Fl Oz
Fancy Brandy,1.0, Angostura Bitters,Fl Oz
Montreal Gin Sour,1.0, Powdered Sugar,Fl Oz
Montezuma,0.5, Crushed ice,Fl Oz
Miss Jones,0.5, Limoncello,Fl Oz
Million-Dollar Cocktail,0.75, Sweet Vermouth,Fl Oz
Millionaire Cocktail,1.5, Blended whiskey,Fl Oz
Academic Review,0.5, Rye Whiskey,Fl Oz
Merry Widow Fizz,1.0, Powdered Sugar,Fl Oz
19th Century,0.75, Lillet Rouge,Fl Oz
Manila Fizz,2.0, Root Beer,Fl Oz
1626,2.0, Angostura Bitters,Fl Oz
Maracuya Mosquito,0.5, Fresh Lime Juice,Fl Oz
Madras,1, Lime wedge,garnish
Absinthe Cocktail,1.0, Orange Bitters,Fl Oz
Lychee Lucy,0.5, Pineapple Juice,Fl Oz
The Loop,1, Grated bittersweet chocolate,garnish
Long Island Iced Tea,0.75, Light Rum,Fl Oz
Fallen Leaves,1.0, Brandy,Fl Oz
L'italienne,1.0, Orange Bitters,Fl Oz
Ruby Fizz,1.0, Grenadine,Fl Oz
Limoncello Manzanilla Marmalade Sour,0.75, Fresh lemon juice,Fl Oz
Royal Purple Punch,1,whole cloves,garnish
Royal Gin Fizz,1.0, Whole Egg,Fl Oz
Royal Cocktail,1.5, Gin,Fl Oz
Royal Clover Club Cocktail,1.5, Gin,Fl Oz
Lights On The Plaza,1.5, Acai berry flavored vodka,Fl Oz
Rock & Rye Cooler,1, Bitter lemon soda,garnish
Le Paradini,1.0, Chilled Champagne,Fl Oz
Red Swizzle,2.0, Gin,Fl Oz
Lemon Drop,0.25, Simple Syrup,Fl Oz
Rebel Charge ,1.0, Lemon Juice,Fl Oz
Rattlesnake Cocktail,0.5, Powdered Sugar,Fl Oz
Ramos Fizz,2.0, Gin,Fl Oz
San Francisco,1.0, Bitters,Fl Oz
Lemon Crush,0.5, Triple Sec,Fl Oz
Leaves Of Grass,2.0, Orange Bitters,Fl Oz
Whiskey Flip,2.0, Light Cream (if desired),Fl Oz
L.A. Sunrise,2.0, Pineapple Juice,Fl Oz
White Rose Cocktail,0.5, Maraschino,Fl Oz
Kretchma Cocktail,0.25, Grenadine,Fl Oz
Whiskey Skin,1,lemon peel,garnish
Katana,0.75, Fresh Lime Juice,Fl Oz
Wembley Cocktail,0.5, Apple Brandy,Fl Oz
Weep-No-More Cocktail,0.25, Maraschino,Fl Oz
Jungle Juice,1.0," each Cranberry Juice, orange juice, pineapple juice, lemon juice",Fl Oz
Wedding Belle Cocktail,0.75, Dubonnet,Fl Oz
Waterbury Cocktail,1.5, Brandy,Fl Oz
Washington Cocktail,0.5, Sugar Syrup,Fl Oz
The Jamaican Ten Speed,0.25, Coconut-flavored rum,Fl Oz
Twin Six Cocktail,1.0, Orange Juice,Fl Oz
Jackie-O,1.0, Apricot nectar,Fl Oz
Italian Screwdriver,2.0, Grapefruit Juice,Fl Oz
Ibiza,1.0, Pomegranate molasses,Fl Oz
Thunder,1.0, Cayenne Pepper,Fl Oz
Huntsman Cocktail,0.5, Simple Syrup,Fl Oz
Tequila Fizz,1.0, Egg White,Fl Oz
Humpty Dumpty,1.0, Whole Egg,Fl Oz
Tequila Cocktail,1.0, Egg White,Fl Oz
Temptation Cocktail,0.5, Dubonnet,Fl Oz
Tahitian Tea,0.5, Hot Shot Tropical Fruit Liqueur,Fl Oz
Limey ,2.0, Lime Juice,Fl Oz
Love Cocktail,0.5, Raspberry Juice,Fl Oz
Los Angeles Cocktail,0.25, Sweet Vermouth,Fl Oz
Long Island Tea,0.5, Tequila,Fl Oz
Lil Naue,1.0, Powdered Sugar,Fl Oz
El Profesor,2.0, Aromatic bitters,Fl Oz
Leap Year Cocktail,0.25, Lemon Juice,Fl Oz
Lady Love Fizz,2.0, Gin,Fl Oz
Hyatt's Jamaican Banana,2.0, Vanilla Ice Cream,Fl Oz
Hole-in-One Cocktai,1.0, Orange Bitters,Fl Oz
Grapefruit Gimlet Royale,0.25, Simple Syrup,Fl Oz
Green Fizz,2.0, Gin,Fl Oz
Grape Vodka Froth,1.0, Lemon Juice,Fl Oz
Grapefruit Nog,1.0, Honey,Fl Oz
Golden Frappe,1.0, Port,Fl Oz
Glass Tower,1.0, Triple Sec,Fl Oz
Golden Fizz,1.0, Egg Yolk,Fl Oz
Gloom Lifter,1.0, Raspberry Syrup,Fl Oz
Georgia Mule,2.0, Peach bitters,Fl Oz
East India Cocktail No. 1,0.5, Pineapple Juice,Fl Oz
Gables Collins,0.5, Pineapple Juice,Fl Oz
Frozen Brandy and Rum,1.0, Egg Yolk,Fl Oz
Frozen Apple,0.5, Egg White,Fl Oz
Favourite Cocktail,0.25, Gin,Fl Oz
Electric Jam,1.0, Fresh lemon juice,Fl Oz
Fairy Belle Cocktail,1.5, Gin,Fl Oz
Duke Cocktail,0.5, Maraschino,Fl Oz
Dubonnet Fizz,2.0, Dubonnet,Fl Oz
Doctor Cook,1.0, Egg White,Fl Oz
Desert Sunrise,1.0, Grenadine,Fl Oz
Derby Fizz,2.0, Scotch,Fl Oz
Cubeltini,2.0, Vodka,Fl Oz
Crocodile Cooler,0.75, Simple Syrup,Fl Oz
Cosmopolitan,0.5, Cranberry Juice,Fl Oz
Jean Lafitte Cocktail,1.0, Powdered Sugar,Fl Oz
Japanese Fizz,1.0, Port,Fl Oz
Citronella Cooler,1.0, Cranberry Juice,Fl Oz
North Pole Cocktail,1.0, Gin,Fl Oz
The Cinquecento,0.75, Fresh grapefruit juice,Fl Oz
New Orleans Gin Fizz,1.0, Egg White,Fl Oz
Zombie,1.0," each Fresh Lime Juice, lemon juice, pineapple juie, and passion fruit syrup",Fl Oz
Kiss the Boys Goodbye,1.0, Juice of a Lemon,Fl Oz
K.G.B. Cocktail,0.25, Lemon Juice,Fl Oz
Eye-Opener,1.0, Triple Sec,Fl Oz
Wiki Waki Woo,1.0, Amaretto,Fl Oz
Elk's Own Cocktail,0.25, Juice of a Lemon,Fl Oz
Eggnog Supreme,1.0," Heavy Cream, Whipped",Fl Oz
Egg Sour,2.0, Brandy,Fl Oz
White Lion Cocktail,1.0, Grenadine,Fl Oz
White Lily Cocktail,1.0, Anisette,Fl Oz
Virginia Dare,2.0, Angostura Bitters,Fl Oz
The Vacation Cocktail,1.0, Mango juice,Fl Oz
Dolores,1.0, Egg White,Fl Oz
Vesuvio,0.5, Egg White,Fl Oz
Urban Anxiety,2.0, Angostura Bitters,Fl Oz
Tropica Cocktail,1.0, Grenadine,Fl Oz
Verboten,1.0, Lemon Juice,Fl Oz
Torridora Cocktail,1.0, 151-Proof Rum,Fl Oz
Boston Sour,1.0, Egg White,Fl Oz
Three Miller Cocktail,1.0, Simple Syrup,Fl Oz
Bird-of-Paradise Fizz,1.0, Grenadine,Fl Oz
Between-The-Sheets Cocktail,0.5, Light Rum,Fl Oz
Third-Rail Cocktail,0.25, Anisette,Fl Oz
Tahiti Club,0.5, Pineapple Juice,Fl Oz
Bachelor's Bait Cocktail,0.5, Grenadine,Fl Oz
Sunset at Gowanus,0.25, Brandy,Fl Oz
Bronx SIlver Cocktail,1.0, Gin,Fl Oz
Bronx Golden Cocktail,0.25, Orange,Fl Oz
Stone Wall,1.5, Light Rum,Fl Oz
Depth Bomb,1.0, Grenadine,Fl Oz
Apricot Lady,1.0, Lime Juice,Fl Oz
Apricot Anise Collins,1.0, Lemon Juice,Fl Oz
Sloppy Joe's Cocktail No. 1,1.0, Fresh Lime Juice,Fl Oz
Brandy Flip,2.0, Light Cream (if desired),Fl Oz
Sir Walter Cocktail,1.0, Triple Sec,Fl Oz
Sargasso,2.0, Angostura Bitters,Fl Oz
Santiago Cocktail,0.5, Grenadine,Fl Oz
Saint Lucy Bracer,2.0, Angostura Bitters,Fl Oz
Apple Blow Fizz,2.0, Apple Brandy,Fl Oz
S & V,0.5, Fresh Lime Juice,Fl Oz
Deauville Cocktail,0.5, Fresh lemon juice,Fl Oz
Rum Swizzle,2.0, Angostura Bitters,Fl Oz
Acapulco,1.0, Sugar,Fl Oz
Rum Old-Fashioned,1.0, Angostura Bitters,Fl Oz
Rum Daisy,1.0, Grenadine,Fl Oz
D'artagnan,0.5, Orange juice,Fl Oz
Seaboabd,1.0, Powdered Sugar,Fl Oz
Robson Cocktail,0.25, Grenadine,Fl Oz
Rio Fix,0.75, Fresh Lime Juice,Fl Oz
Ringo Starr,1.0, Sugar cube,Fl Oz
Quaker's Cocktail,0.25, Raspberry Syrup,Fl Oz
Puerto Rican Rum Daisy,0.5, each Orange juice and simple syrup,Fl Oz
Cuban Cocktail No. 2,0.5, Fresh Lime Juice,Fl Oz
Prohibition Punch,1.0, Cranberry Juice,Fl Oz
Prairie Oyster Cocktail,1.0, Vinegar,Fl Oz
Planter's Punch No. 2,0.5, Pineapple Juice,Fl Oz
Planter's Punch No. 1,2.0, Soda water,Fl Oz
Pink Paradise,1.5, Pineapple Juice,Fl Oz
Pink Creole,0.25, half-and-half,Fl Oz
The Crux,0.75, Fresh lemon juice,Fl Oz
Paris When It Sizzles,1.0, Angostura Bitters,Fl Oz
Paddington,0.5, Fresh grapefruit juice,Fl Oz
The Old Cuban,1.5, Dark rum,Fl Oz
Nevada Cocktail,0.75, Simple Syrup,Fl Oz
Creme De Cafe,1.0, half-and-half,Fl Oz
Mojito,2.0, Light Rum,Fl Oz
Casco Bay Lemonade,1.0, Cranberry Juice,Fl Oz
Caribbean Cruise,1.0, Grenadine,Fl Oz
Cappuccino Cocktail,1.5, Vodka,Fl Oz
Cape Codder,1.0, Old Mr. Boston Anisette ,Fl Oz
Caesar,0.5, Prepared horseradish,Fl Oz
Bull Shot,1.0, Salt,Fl Oz
Thanksgiving Special Cocktail,0.25, Lemon Juice,Fl Oz
Bolshoi Punch,0.5, Light Rum,Fl Oz
Blue Lagoon,0.5, Simple Syrup,Fl Oz
Bloody Mary,4.0, Worcestershire Sauce,Fl Oz
Victor Collins,1.0, Powdered Sugar,Fl Oz
Violet Fizz,1.0, Creme Yvette,Fl Oz
Bikini,0.5, Milk,Fl Oz
The Big Crush,0.5, Fresh Lime Juice,Fl Oz
Bianca,0.25, Fresh Lime Juice,Fl Oz
Bella Fragolia,1.0, Fresh lemon juice,Fl Oz
Basil 8,0.75, Fresh Lime Juice,Fl Oz
Aqueduct,0.5, Apricot-Flavored Brandy,Fl Oz
Admiral Perry,1.0, White creme de cacao,Fl Oz
Yellow Rose Of Texas,0.25, Yellow Chartreuse,Fl Oz
St. Patrick's Day Cocktail,1.0, Bitters,Fl Oz
Waiting On Summer,1.5, Blanco tequila,Fl Oz
Prince's Smile Cocktail,0.25, Lemon Juice,Fl Oz
Viva Villa,0.5, Simple Syrup,Fl Oz
Praire Oyster Cocktail,1.0, Vinegar,Fl Oz
Venial Sin,0.25, Elderflower liqueur,Fl Oz
Vagabundo,0.5, Fresh Lime Juice,Fl Oz
The 21st Century,0.75, Fresh Lime Juice,Fl Oz
Pollyanna Cocktail,0.5, sweet vermouth,Fl Oz
Pink Lady Cocktail,1.5, Old Mr. Boston Dry Gin,Fl Oz
Tia Juanathan,0.5, Yellow Chartreuse,Fl Oz
Passion Daiquiri Cocktail,1.0, Passion Fruit Juice,Fl Oz
Tequila Smash,0.5, Maraschino liqueur,Fl Oz
Tequila Old-Fashioned,1.0, Soda water,Fl Oz
Tequila Mockingbird,1.5, Agave nectar,Fl Oz
Thunder Cocktail,1.0, Cayenne Pepper,Fl Oz
White Lady Cocktail,1.5, Old Mr. Boston Dry Gin,Fl Oz
Tequila Canyon,1.0, Pineapple Juice,Fl Oz
Chicago Cocktail,0.25, Orange curacao,Fl Oz
Strawberry Margarita,1.5, Blanco tequila,Fl Oz
Western Rose Cocktail,0.25, Lemon Juice,Fl Oz
Widow's Kiss Cocktail,1.0, Peychaud Bitters,Fl Oz
Spice Of Life,2.0, Jalapeno-Infused Tequila,Fl Oz
Violet Fizz Juice,1.0, Creme Yvette,Fl Oz
Smoked Margarita,0.5, Fresh lemon juice,Fl Oz
Silk Stockings,1.0, Grenadine,Fl Oz
Orange Milk Fizz,2.0, Milk,Fl Oz
Sidewinder,0.5, Fresh Lime Juice,Fl Oz
Shady Lady,4.0, Fresh grapefruit juice,Fl Oz
Cherry Blossom,0.5, Fresh lemon juice,Fl Oz
The Sfozando,0.5, Benedictine,Fl Oz
Sea Of Cortez,0.25, Orange curacao,Fl Oz
Satin Sheets,0.75, Fresh Lime Juice,Fl Oz
Santana Sling,0.5, Fresh Lime Juice,Fl Oz
Rosita,0.5, Campari,Fl Oz
Mariposa Cocktail,1.0, Orange Juice,Fl Oz
The Refuge,0.25, Grapefruit Juice,Fl Oz
Quetzalcoatl,0.5, Guava puree,Fl Oz
Purple Pancho,0.5, Sloe gin,Fl Oz
Midnight Express,0.25, Fresh lemon juice,Fl Oz
Mary Pickford Cocktail,0.25, Grenadine,Fl Oz
Martinique Rose,0.75, Grapefruit Juice,Fl Oz
Mariposa,0.5, Orange juice,Fl Oz
Mandeville,1.0, Anisette,Fl Oz
K.C.B. Cocktail,0.25, Lemon Juice,Fl Oz
Malmaison,1.0, Fresh lemon juice,Fl Oz
Mai-Tai (Trader Vic Version),0.5, Orgeat Syrup,Fl Oz
Lumination,1.0, VS cognac,Fl Oz
Jamaica Glow Cocktail,1.0, Jamaica Rum,Fl Oz
Irish Whisky Cocktail,1.0, Bitters,Fl Oz
Little Devil Cocktail,0.25, Triple Sec,Fl Oz
Champs Elysees Cocktail,1.0, Simple Syrup,Fl Oz
Level headed Cocktail,0.25, Simple Syrup,Fl Oz
La Vita Dulce,0.75, Simple Syrup,Fl Oz
Hole-in-One Cocktail,1.0, Orange Bitters,Fl Oz
Ko Adang,0.5, Mango nectar,Fl Oz
Knickerbocker Special Cocktail,1.0, Orange juice,Fl Oz
Jamaican Ginger,0.5, Fresh Lime Juice,Fl Oz
Green Dragon Cocktail,1.5, Old Mr. Boston Dry Gin,Fl Oz
Jamaican Crawler,1.0, Grenadine,Fl Oz
Jade,0.5, Triple Sec,Fl Oz
Jacqueline,1.0, Simple Syrup,Fl Oz
Jack Sparrow Flip,1.0, Egg,Fl Oz
Irresistible,0.25, Fresh lemon juice,Fl Oz
Hush and Wonder,0.75, Simple Syrup,Fl Oz
Hurricane Leah,1.5, Fresh lemon juice,Fl Oz
Hurricane,0.75, Orange juice,Fl Oz
Hemingway's Nog,1.0, Creme fraiche,Fl Oz
Flying Scotchman Cocktail,0.25, Sugar Syrup,Fl Oz
Harvest Nectar,1.0, Orange juice,Fl Oz
Fancy Brandy Cocktail,0.25, Powdered Sugar,Fl Oz
Fallen Angel Cocktail,0.5, Old Mr. Boston White Creme de Menthe,Fl Oz
The Poncho,2.0, Peychaud's Bitters,Fl Oz
Hai Karate,1.0, Orange juice,Fl Oz
Pina Agave,0.75, Fresh lemon juice,Fl Oz
Grande Guignol,0.75, Fresh Lime Juice,Fl Oz
Pancho Villa,1.0, Peach bitters,Fl Oz
Pacific Sunshine,0.75, Simple Syrup,Fl Oz
Golden Eclipse,1.0, Orange Bitters,Fl Oz
Diplomat Cocktail,0.5, Maraschino,Fl Oz
Oldest Temptation,0.5, Triple Sec,Fl Oz
Ginger Grapefruit Rickey,0.5, Fresh Lime Juice,Fl Oz
Calvados Cocktail,1.0, Orange Bitters,Fl Oz
The Oaxaca Old-Fashioned,2.0, Angostura Bitters,Fl Oz
Cuban Special Cocktail,0.5, Old Mr. Boston Triple Sec,Fl Oz
Gaugin,0.5, Passion Fruit Syrup,Fl Oz
The Nomad South,0.5, Agave nectar,Fl Oz
No. 8,2.0, Orange Bitters,Fl Oz
Fog Cutter,1.5, Fresh lemon juice,Fl Oz
Floridita No. 3,0.5, Maraschino liqueur,Fl Oz
Mexican Monk,0.25, Benedictine,Fl Oz
Floridita No. 1,1.0, White creme de cacao,Fl Oz
Mexican Madras,0.25, Fresh Lime Juice,Fl Oz
Cadiz,0.5, half-and-half,Fl Oz
Fireman's Sour,0.25, Grenadine,Fl Oz
Fat Like Buddha,0.25, Triple Sec,Fl Oz
Cherry Blossom Cocktail,1.5, Grenadine,Fl Oz
Mexican Firing Squad,1.0, pomegranate molasses (available at Middle Eastern grocers),Fl Oz
Mexicana,1.0, Grenadine,Fl Oz
Margarita Tequila,0.75, Fresh Lime Juice,Fl Oz
Lillypad,0.75, Fresh Lime Juice,Fl Oz
La Ultima Palabra,0.75, Yellow Chartreuse,Fl Oz
Bull's Milk,3.0, Milk,Fl Oz
La Bomba,1.5, Pineapple Juice,Fl Oz
Jinx Cocktail,1.0, Fresh grapefruit juice,Fl Oz
The Interesting Cocktail,0.75, Fresh lemon juice,Fl Oz
Hot Pants,0.5, Grapefruit Juice,Fl Oz
High Plains Drifter No. 1,0.75, Honey Syrup,Fl Oz
Hairy Sunrise,3.0, Orange juice,Fl Oz
Flower Power,1.0, Egg White,Fl Oz
Cabaret Cocktail,0.25, Benedictine,Fl Oz
El Oso (The Bear),2.0, The Bitter Truth's Jerry Thomas' Own Decanter Bitters,Fl Oz
El Ni_o,2.0, Blanco tequila,Fl Oz
El Molino,0.25, White creme de cacao,Fl Oz
Dirty Daisy,1.0, Balsamic vinegar,Fl Oz
Count Camillo's Paloma,2.0, Grapefruit soda,Fl Oz
Company B,0.5, Triple Sec,Fl Oz
Chupa Cabra,0.5, Campari,Fl Oz
Chinchona,2.0, Orange Bitters,Fl Oz
Chapala,0.25, Grenadine,Fl Oz
